,경매구분코드,경매구분코드명,도매시장법인코드,산지코드,산지명2,경락일자,거래량,도매시장법인명,거래가격,출하구분코드,출하구분명,일련번호,포장상태코드,포장상태명,산지명,등급코드,품종명,거래규격단위코드,거래단위명,도매시장코드,도매시장명,경매시간
96965,1,경매,23000303,535000,전라남도 신안군,20200314,100,삼산원협(공),800,3.0,개별,24,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96966,1,경매,23000303,535000,전라남도 신안군,20200314,100,삼산원협(공),800,3.0,개별,30,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96980,1,경매,24000101,560000,전라북도 전주시,20200314,170,광주원협(공),1000,3.0,개별,30,111,단,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,
96967,1,경매,23000303,535000,전라남도 신안군,20200314,100,삼산원협(공),800,3.0,개별,31,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96970,1,경매,23000303,535000,전라남도 신안군,20200314,100,삼산원협(공),800,3.0,개별,34,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96979,1,경매,24000101,560000,전라북도 전주시,20200314,170,광주원협(공),1000,3.0,개별,20,111,단,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,
96971,1,경매,23000303,407330,,20200314,400,삼산원협(공),600,2.0,계통,10,111,단,인천광역시 계양구,11,대파(일반),12,kg,230003,인천삼산도매시장,
96972,1,경매,23000303,407330,,20200314,400,삼산원협(공),600,2.0,계통,20,111,단,인천광역시 계양구,11,대파(일반),12,kg,230003,인천삼산도매시장,
96973,1,경매,23000303,407330,,20200314,310,삼산원협(공),600,2.0,계통,30,111,단,인천광역시 계양구,11,대파(일반),12,kg,230003,인천삼산도매시장,
96974,1,경매,23000303,539000,전라남도 진도군,20200314,500,삼산원협(공),750,3.0,개별,10,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96975,1,경매,23000303,539000,전라남도 진도군,20200314,450,삼산원협(공),750,3.0,개별,20,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96976,1,경매,23000303,539000,전라남도 진도군,20200314,250,삼산원협(공),750,3.0,개별,30,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96968,1,경매,23000303,535000,전라남도 신안군,20200314,100,삼산원협(공),800,3.0,개별,32,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96957,1,경매,23000303,535870,,20200314,250,삼산원협(공),700,2.0,계통,30,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
96982,1,경매,24000101,539000,전라남도 진도군,20200314,105,광주원협(공),1400,3.0,개별,10,111,단,전라남도 진도군,11,대파(일반),12,kg,240001,광주각화도매시장,
96999,1,경매,24000102,565861,,20200314,150,광주청과,1500,3.0,개별,00001,111,단,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:34:42
97001,1,경매,24000102,536880,,20200314,100,광주청과,1300,3.0,개별,00001,111,단,전라남도 해남군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:35:03
96991,1,경매,24000101,136858,,20200314,220,광주원협(공),1500,3.0,개별,60,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96983,1,경매,24000101,136858,,20200314,150,광주원협(공),1200,3.0,개별,10,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96984,1,경매,24000101,136858,,20200314,160,광주원협(공),1200,3.0,개별,100,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96985,1,경매,24000101,136858,,20200314,160,광주원협(공),1200,3.0,개별,110,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96986,1,경매,24000101,136858,,20200314,144,광주원협(공),800,3.0,개별,120,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96987,1,경매,24000101,136858,,20200314,150,광주원협(공),1200,3.0,개별,20,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96988,1,경매,24000101,136858,,20200314,150,광주원협(공),1300,3.0,개별,30,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
97000,1,경매,24000102,565861,,20200314,150,광주청과,1400,3.0,개별,00002,111,단,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:34:50
96989,1,경매,24000101,136858,,20200314,150,광주원협(공),1300,3.0,개별,40,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96992,1,경매,24000101,136858,,20200314,220,광주원협(공),1500,3.0,개별,70,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96981,1,경매,24000101,560000,전라북도 전주시,20200314,158,광주원협(공),1050,3.0,개별,40,111,단,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,
96993,1,경매,24000101,136858,,20200314,182,광주원협(공),1500,3.0,개별,80,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96994,1,경매,24000101,136858,,20200314,23,광주원협(공),1100,3.0,개별,90,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96995,1,경매,24000102,539800,,20200314,106,광주청과,1500,3.0,개별,00001,111,단,전라남도 진도군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:33:41
96996,1,경매,24000102,539800,,20200314,106,광주청과,1300,3.0,개별,00002,111,단,전라남도 진도군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:33:53
96997,1,경매,24000102,539800,,20200314,23,광주청과,1200,3.0,개별,00003,111,단,전라남도 진도군,12,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:34:02
96998,1,경매,24000102,561800,,20200314,130,광주청과,1300,3.0,개별,00001,111,단,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 04:34:30
96990,1,경매,24000101,136858,,20200314,220,광주원협(공),1500,3.0,개별,50,111,단,서울특별시 성북구,11,대파(일반),12,kg,240001,광주각화도매시장,
96913,1,경매,23000104,356000,충청남도 서산시,20200314,100,덕풍청과,750,1.0,협동,002,111,단,충청남도 서산시,11,대파(일반),12,kg,230001,인천남촌도매시장,
97004,2,정가수의,24000102,506772,,20200314,100,광주청과,1500,3.0,개별,00002,111,단,광주광역시 광산구,11,대파(일반),12,kg,240001,광주각화도매시장,
97065,1,경매,24000403,535807,,20200314,130,호남청과,1300,3.0,개별,00004,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:15:19
97046,1,경매,24000402,535800,,20200314,100,두레청과,1300,3.0,개별,00001,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:09:04
97013,1,경매,24000103,535807,,20200314,140,광주중앙청과,800,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:10
97005,1,경매,24000103,536804,,20200314,100,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라남도 해남군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:13:58
97006,1,경매,24000103,536804,,20200314,20,광주중앙청과,800,3.0,개별,21,107,파렛트,전라남도 해남군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:13:58
97007,1,경매,24000103,535807,,20200314,190,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:14:11
97008,1,경매,24000103,535807,,20200314,180,광주중앙청과,1300,3.0,개별,21,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:14:11
97009,1,경매,24000103,535807,,20200314,142,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:14:19
97010,1,경매,24000103,561340,,20200314,150,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:14:30
97024,2,정가수의,24000401,906000,광주광역시,20200314,500,농협광주(공),1300,2.0,계통,00010,1ZZ,기타,광주광역시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 06:58:01
97011,1,경매,24000103,561340,,20200314,150,광주중앙청과,1300,3.0,개별,21,107,파렛트,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:14:30
97014,1,경매,24000103,535807,,20200314,140,광주중앙청과,800,3.0,개별,21,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:10
97023,1,경매,24000103,527804,,20200314,6,광주중앙청과,7100,3.0,개별,11,107,파렛트,전라남도 강진군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 12:46:22
97015,1,경매,24000103,565805,,20200314,150,광주중앙청과,1400,3.0,개별,11,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:26
97016,1,경매,24000103,565805,,20200314,150,광주중앙청과,1400,3.0,개별,21,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:26
97017,1,경매,24000103,565805,,20200314,150,광주중앙청과,1400,3.0,개별,31,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:26
97018,1,경매,24000103,565805,,20200314,77,광주중앙청과,1400,3.0,개별,41,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:26
97019,1,경매,24000103,565805,,20200314,100,광주중앙청과,1100,3.0,개별,11,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:45
97020,1,경매,24000103,565805,,20200314,100,광주중앙청과,1100,3.0,개별,21,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:45
97012,1,경매,24000103,561340,,20200314,149,광주중앙청과,1700,3.0,개별,11,107,파렛트,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:00
97021,1,경매,24000103,565805,,20200314,152,광주중앙청과,1100,3.0,개별,31,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:15:45
97026,1,경매,24000401,502153,,20200314,130,농협광주(공),1220,2.0,계통,00010,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:04
97043,1,경매,24000402,535800,,20200314,100,두레청과,1500,3.0,개별,00001,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:08:10
96915,1,경매,23000104,356000,충청남도 서산시,20200314,100,덕풍청과,750,1.0,협동,004,111,단,충청남도 서산시,11,대파(일반),12,kg,230001,인천남촌도매시장,
97035,1,경매,24000401,950000,전라남도,20200314,119,농협광주(공),1210,2.0,계통,00010,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:28
97027,1,경매,24000401,502153,,20200314,130,농협광주(공),1250,2.0,계통,00020,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:07
97028,1,경매,24000401,502153,,20200314,130,농협광주(공),1300,2.0,계통,00030,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:13
97029,1,경매,24000401,502153,,20200314,130,농협광주(공),1300,2.0,계통,00040,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:21
97030,1,경매,24000401,906000,광주광역시,20200314,350,농협광주(공),400,2.0,계통,00010,1ZZ,기타,광주광역시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:36
97031,1,경매,24000401,906000,광주광역시,20200314,350,농협광주(공),410,2.0,계통,00020,1ZZ,기타,광주광역시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:40
97032,1,경매,24000401,906000,광주광역시,20200314,300,농협광주(공),450,2.0,계통,00030,1ZZ,기타,광주광역시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:17:44
97044,1,경매,24000402,535800,,20200314,120,두레청과,1400,3.0,개별,00001,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:08:21
97033,1,경매,24000401,502153,,20200314,140,농협광주(공),1120,2.0,계통,00010,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:15
97036,1,경매,24000401,950000,전라남도,20200314,120,농협광주(공),1300,2.0,계통,00010,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:37
97025,1,경매,24000401,502153,,20200314,20,농협광주(공),4000,2.0,계통,00010,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:33:52
97037,1,경매,24000401,950000,전라남도,20200314,120,농협광주(공),1300,2.0,계통,00020,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:41
97038,1,경매,24000401,950000,전라남도,20200314,120,농협광주(공),1300,2.0,계통,00030,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:45
97039,1,경매,24000401,950000,전라남도,20200314,120,농협광주(공),1300,2.0,계통,00040,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:50
97040,1,경매,24000401,950000,전라남도,20200314,150,농협광주(공),1200,2.0,계통,00010,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:19:00
97041,1,경매,24000401,950000,전라남도,20200314,150,농협광주(공),1250,2.0,계통,00020,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:19:04
97042,1,경매,24000401,502153,,20200314,121,농협광주(공),1050,2.0,계통,00010,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:19:14
97034,1,경매,24000401,502153,,20200314,140,농협광주(공),1200,2.0,계통,00020,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:18:19
97066,1,경매,24000403,539804,,20200314,150,호남청과,1000,3.0,개별,00001,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:48:44
97022,2,정가수의,24000103,535807,,20200314,379,광주중앙청과,4750,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-14 07:37:11
97047,1,경매,24000402,534814,,20200314,140,두레청과,1300,3.0,개별,00001,111,단,전라남도 무안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:09:24
97048,1,경매,24000402,534814,,20200314,156,두레청과,1200,3.0,개별,00002,111,단,전라남도 무안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:09:38
97057,1,경매,24000402,527810,,20200314,5,두레청과,5000,1.0,협동,00003,101,상자,전라남도 강진군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:48:00
97049,1,경매,24000402,565810,,20200314,126,두레청과,1700,1.0,협동,00001,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 06:48:23
97050,1,경매,24000402,565810,,20200314,100,두레청과,1500,1.0,협동,00002,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:10:23
97051,1,경매,24000402,536830,,20200314,150,두레청과,1100,3.0,개별,00001,111,단,전라남도 해남군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:36:43
97052,1,경매,24000402,539844,,20200314,155,두레청과,1100,3.0,개별,00001,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:36:51
97053,1,경매,24000402,539844,,20200314,56,두레청과,1300,3.0,개별,00001,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:41:52
97054,1,경매,24000402,539844,,20200314,115,두레청과,1300,3.0,개별,00001,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:41:59
97068,1,경매,24000403,536804,,20200314,112,호남청과,800,2.0,계통,00001,107,파렛트,전라남도 해남군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:49:36
97055,1,경매,24000402,527810,,20200314,10,두레청과,5000,1.0,협동,00001,101,상자,전라남도 강진군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:48:00
97058,1,경매,24000403,535807,,20200314,146,호남청과,1600,3.0,개별,00001,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 05:12:02
97067,1,경매,24000403,539804,,20200314,150,호남청과,1000,3.0,개별,00002,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:48:47
97059,1,경매,24000403,561340,,20200314,140,호남청과,1300,3.0,개별,00001,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 05:13:46
97060,1,경매,24000403,561340,,20200314,140,호남청과,1300,3.0,개별,00002,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 05:13:51
97061,1,경매,24000403,561340,,20200314,140,호남청과,1300,3.0,개별,00003,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 05:15:39
97062,1,경매,24000403,535807,,20200314,130,호남청과,1300,3.0,개별,00001,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:15:10
97063,1,경매,24000403,535807,,20200314,130,호남청과,1300,3.0,개별,00002,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:15:13
97064,1,경매,24000403,535807,,20200314,130,호남청과,1300,3.0,개별,00003,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:15:16
97056,1,경매,24000402,527810,,20200314,10,두레청과,5000,1.0,협동,00002,101,상자,전라남도 강진군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 05:48:00
97045,1,경매,24000402,535800,,20200314,120,두레청과,1400,3.0,개별,00002,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-14 06:48:12
97070,1,경매,24000403,536804,,20200314,125,호남청과,1000,3.0,개별,00001,107,파렛트,전라남도 해남군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:50:09
97087,1,경매,25000101,360810,,20200314,120,농협대전(공),2200,3.0,개별,00040,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97003,2,정가수의,24000102,506772,,20200314,100,광주청과,5000,3.0,개별,00001,101,상자,광주광역시 광산구,11,대파(일반),12,kg,240001,광주각화도매시장,
97079,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00004,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97071,1,경매,24000403,527804,,20200314,10,호남청과,8000,3.0,개별,00001,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:50:23
97072,1,경매,24000403,527804,,20200314,10,호남청과,8300,3.0,개별,00002,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:50:27
97073,1,경매,24000403,527804,,20200314,10,호남청과,3000,3.0,개별,00001,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:08:02
97074,1,경매,24000403,527804,,20200314,10,호남청과,3000,3.0,개별,00002,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:08:02
97075,1,경매,24000403,527804,,20200314,5,호남청과,3000,3.0,개별,00003,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 07:08:02
97076,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00001,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97088,1,경매,25000101,360810,,20200314,120,농협대전(공),2200,3.0,개별,00050,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97077,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00002,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97080,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00005,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97069,1,경매,24000403,539804,,20200314,60,호남청과,1000,3.0,개별,00001,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-14 06:49:49
97081,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00006,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97082,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00007,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97083,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00008,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
97084,1,경매,25000101,360810,,20200314,120,농협대전(공),2300,3.0,개별,00010,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97085,1,경매,25000101,360810,,20200314,120,농협대전(공),2200,3.0,개별,00020,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97086,1,경매,25000101,360810,,20200314,120,농협대전(공),2210,3.0,개별,00030,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97078,2,정가수의,24000403,800000,,20200314,10,호남청과,12000,5.0,수입,00003,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
96622,1,경매,21000101,618800,,20200314,200,농협부산(공),810,3.0,개별,00040,111,단,부산광역시 강서구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
97234,1,경매,31010103,472812,,20200314,30,수원원협(공),4000,2.0,계통,10,108,봉지,경기도 남양주시,11,대파(일반),12,kg,310101,수원도매시장,
97089,1,경매,25000101,360810,,20200314,120,농협대전(공),2200,3.0,개별,00060,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
97133,1,경매,25000101,539000,전라남도 진도군,20200314,280,농협대전(공),630,2.0,계통,00010,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97100,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1610,3.0,개별,00040,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97440,1,경매,32030101,210010,,20200314,100,강릉농산물,1020,3.0,개별,00002,111,단,강원도 강릉시,12,대파(일반),12,kg,320301,강릉도매시장,2020-03-13 18:20:46
97093,1,경매,25000101,535000,전라남도 신안군,20200314,300,농협대전(공),1500,3.0,개별,00010,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97094,1,경매,25000101,535000,전라남도 신안군,20200314,300,농협대전(공),1550,3.0,개별,00020,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97095,1,경매,25000101,535000,전라남도 신안군,20200314,312,농협대전(공),1570,3.0,개별,00030,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97096,1,경매,25000101,312000,충청남도 금산군,20200314,154,농협대전(공),1630,2.0,계통,00010,1ZZ,기타,충청남도 금산군,11,대파(일반),12,kg,250001,대전오정도매시장,
97097,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1600,3.0,개별,00010,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97111,1,경매,25000101,539000,전라남도 진도군,20200314,70,농협대전(공),2550,2.0,계통,00010,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97098,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1620,3.0,개별,00020,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97101,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1620,3.0,개별,00050,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97110,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1550,2.0,계통,00020,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97102,1,경매,25000101,535000,전라남도 신안군,20200314,280,농협대전(공),1400,3.0,개별,00010,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97103,1,경매,25000101,535000,전라남도 신안군,20200314,270,농협대전(공),1400,3.0,개별,00020,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97104,1,경매,25000101,904000,대전광역시,20200314,76,농협대전(공),1650,2.0,계통,00010,1ZZ,기타,대전광역시,11,대파(일반),12,kg,250001,대전오정도매시장,
97105,1,경매,25000101,904000,대전광역시,20200314,320,농협대전(공),630,2.0,계통,00020,1ZZ,기타,대전광역시,11,대파(일반),12,kg,250001,대전오정도매시장,
97106,1,경매,25000101,535000,전라남도 신안군,20200314,130,농협대전(공),2750,3.0,개별,00010,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97107,1,경매,25000101,535000,전라남도 신안군,20200314,131,농협대전(공),2830,3.0,개별,00020,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97099,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1630,3.0,개별,00030,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97108,1,경매,25000101,535000,전라남도 신안군,20200314,250,농협대전(공),1580,3.0,개별,00030,1ZZ,기타,전라남도 신안군,11,대파(일반),12,kg,250001,대전오정도매시장,
97113,1,경매,25000101,539000,전라남도 진도군,20200314,335,농협대전(공),1380,2.0,계통,00030,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97130,1,경매,25000101,539000,전라남도 진도군,20200314,650,농협대전(공),610,2.0,계통,00050,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97178,1,경매,25000102,536000,전라남도 해남군,20200314,100,대전청과(주),1820,4.0,상인,856500,111,단,전라남도 해남군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
97122,1,경매,25000101,539000,전라남도 진도군,20200314,300,농협대전(공),1360,2.0,계통,00030,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97114,1,경매,25000101,539000,전라남도 진도군,20200314,340,농협대전(공),1330,2.0,계통,00040,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
97115,1,경매,25000101,539000,전라남도 진도군,20200314,330,농협대전(공),1250,2.0,계통,00050,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,250001,대전오정도매시장,
